A_A,A_B,E_abs_error,E_expected,E_read,R_abs_error,R_expected,R_read,amp_read,c_gain,case,chi,delta_chi,delta_phi,delta_tau,gauge,h_chi,h_tau,m,nh_chi_c,nh_tau_c,off_target_mode_purity,omega,p_abs_error,p_expected,p_read,particle,q,q_A0,q_B0,r_gain,raw_abs,stage,t_read,target_mode_purity,tau
1.0,0.125,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,-0.2,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,A,1.0,1.0,-0.5,1.0,1000.0000000000001,initial,-0.2,1.0,-0.2
1.0,0.125,2.2315482794965646e-14,1.0,0.9999999999999777,6.938893903907228e-18,0.015625,0.015625000000000007,0.12500000000000003,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.2,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,6.677991493120317e-14,-0.5,-0.4999999999999332,B,-0.5,1.0,-0.5,1.0,125.00000000000001,initial,-0.2,1.0,-0.2
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,-0.2,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,1000.0,initial,-0.2,1.0,-0.2
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,0.015625,0.015625,0.125,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.2,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,3.3306690738754696e-16,-0.5,-0.5000000000000003,B,-0.5,1.0,-0.5,1.0,125.0,initial,-0.2,1.0,-0.2
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c01_A1.000_B0.125_u1.00_v-0.50,-0.2,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,1250.0,initial,-0.2,1.0,-0.2
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,0.015625,0.015625,0.125,1250.0,c01_A1.000_B0.125_u1.00_v-0.50,0.2,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,5.551115123125783e-16,-0.5,-0.5000000000000006,B,-0.5,1.0,-0.5,1.0,156.25,initial,-0.2,1.0,-0.2
1.0,0.125,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.04500000000000019,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,A,1.0,1.0,-0.5,1.0,1000.0,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,6.661338147750939e-16,1.0,1.0000000000000007,0.0,0.015625,0.015625,0.125,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0774999999999999,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,4.440892098500626e-16,-0.5,-0.5000000000000004,B,-0.5,1.0,-0.5,1.0,125.0,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.04500000000000019,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,958.8511171605354,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0774999999999999,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,4.440892098500626e-16,-0.5,-0.5000000000000004,B,-0.5,1.0,-0.5,1.0,119.85638964506693,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.04500000000000019,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,A,1.0,1.0,-0.5,1.0,958.8511171605354,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0774999999999999,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,4.440892098500626e-16,-0.5,-0.5000000000000004,B,-0.5,1.0,-0.5,1.0,119.85638964506693,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.04500000000000019,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,A,1.0,1.0,-0.5,1.0,958.8511171605354,pre_collision,0.04550000000000019,1.0,0.04500000000000019
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0774999999999999,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,3.3306690738754696e-16,-0.5,-0.5000000000000003,B,-0.5,1.0,-0.5,1.0,119.85638964506693,pre_collision,0.04550000000000019,1.0,0.04500000000000019
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.04500000000000019,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,958.8511171605354,pre_collision,0.04450000000000019,1.0,0.04500000000000019
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0774999999999999,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,3.3306690738754696e-16,-0.5,-0.5000000000000003,B,-0.5,1.0,-0.5,1.0,119.85638964506693,pre_collision,0.04450000000000019,1.0,0.04500000000000019
1.0,0.125,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.04500000000000019,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,A,1.0,1.0,-0.5,1.0,1000.0000000000001,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,2.2315482794965646e-14,1.0,0.9999999999999777,6.938893903907228e-18,0.015625,0.015625000000000007,0.12500000000000003,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0774999999999999,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,6.677991493120317e-14,-0.5,-0.4999999999999332,B,-0.5,1.0,-0.5,1.0,125.00000000000001,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.04500000000000019,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,1000.0,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,0.015625,0.015625,0.125,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0774999999999999,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,3.3306690738754696e-16,-0.5,-0.5000000000000003,B,-0.5,1.0,-0.5,1.0,125.0,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c01_A1.000_B0.125_u1.00_v-0.50,0.04500000000000019,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,1250.0,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,0.015625,0.015625,0.125,1250.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0774999999999999,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,5.551115123125783e-16,-0.5,-0.5000000000000006,B,-0.5,1.0,-0.5,1.0,156.25,pre_collision,0.04500000000000019,1.0,0.04500000000000019
1.0,0.125,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,A,1.0,1.0,-0.5,1.0,1000.0,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,6.661338147750939e-16,1.0,1.0000000000000007,0.0,0.015625,0.015625,0.125,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,4.440892098500626e-16,-0.5,-0.5000000000000004,B,-0.5,1.0,-0.5,1.0,125.0,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,958.8511171605354,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,4.440892098500626e-16,-0.5,-0.5000000000000004,B,-0.5,1.0,-0.5,1.0,119.85638964506693,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,A,1.0,1.0,-0.5,1.0,958.8511171605354,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,4.440892098500626e-16,-0.5,-0.5000000000000004,B,-0.5,1.0,-0.5,1.0,119.85638964506693,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,A,1.0,1.0,-0.5,1.0,958.8511171605354,collision_cell,0.046500000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,3.3306690738754696e-16,-0.5,-0.5000000000000003,B,-0.5,1.0,-0.5,1.0,119.85638964506693,collision_cell,0.046500000000000194,1.0,0.046000000000000194
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,958.8511171605354,collision_cell,0.04550000000000019,1.0,0.046000000000000194
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,3.3306690738754696e-16,-0.5,-0.5000000000000003,B,-0.5,1.0,-0.5,1.0,119.85638964506693,collision_cell,0.04550000000000019,1.0,0.046000000000000194
1.0,0.125,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,A,1.0,1.0,-0.5,1.0,1000.0000000000001,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,2.2315482794965646e-14,1.0,0.9999999999999777,6.938893903907228e-18,0.015625,0.015625000000000007,0.12500000000000003,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,6.677991493120317e-14,-0.5,-0.4999999999999332,B,-0.5,1.0,-0.5,1.0,125.00000000000001,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,1000.0,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,0.015625,0.015625,0.125,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,3.3306690738754696e-16,-0.5,-0.5000000000000003,B,-0.5,1.0,-0.5,1.0,125.0,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-0.5,1.0,1250.0,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,0.015625,0.015625,0.125,1250.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,5.551115123125783e-16,-0.5,-0.5000000000000006,B,-0.5,1.0,-0.5,1.0,156.25,collision_cell,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,0.9538461538461538,0.9538461538461545,A,0.9538461538461538,1.0,-0.5,1.0,1000.0,collision_map,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,6.661338147750939e-16,1.0,1.0000000000000007,0.0,0.015625,0.015625,0.125,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,1.7763568394002505e-15,2.453846153846154,2.453846153846156,B,2.453846153846154,1.0,-0.5,1.0,125.0,collision_map,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,6.661338147750939e-16,1.0,1.0000000000000007,4.440892098500626e-16,1.0,0.9999999999999996,0.9999999999999998,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,0.9538461538461538,0.9538461538461547,A,0.9538461538461538,1.0,-0.5,1.0,958.8511171605353,collision_map,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-15,2.453846153846154,2.4538461538461562,B,2.453846153846154,1.0,-0.5,1.0,119.85638964506693,collision_map,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,4.440892098500626e-16,1.0,0.9999999999999996,0.9999999999999998,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,0.9538461538461538,0.9538461538461547,A,0.9538461538461538,1.0,-0.5,1.0,958.8511171605353,collision_map,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-15,2.453846153846154,2.4538461538461562,B,2.453846153846154,1.0,-0.5,1.0,119.85638964506693,collision_map,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,0.9538461538461538,0.9538461538461547,A,0.9538461538461538,1.0,-0.5,1.0,958.8511171605354,collision_map,0.046500000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-15,2.453846153846154,2.4538461538461562,B,2.453846153846154,1.0,-0.5,1.0,119.85638964506693,collision_map,0.046500000000000194,1.0,0.046000000000000194
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,9.992007221626409e-16,0.9538461538461538,0.9538461538461548,A,0.9538461538461538,1.0,-0.5,1.0,958.8511171605354,collision_map,0.04550000000000019,1.0,0.046000000000000194
1.0,0.125,1.1102230246251565e-15,1.0,1.000000000000001,3.469446951953614e-18,0.015625,0.015624999999999997,0.12499999999999999,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,3.1086244689504383e-15,2.453846153846154,2.453846153846157,B,2.453846153846154,1.0,-0.5,1.0,119.85638964506693,collision_map,0.04550000000000019,1.0,0.046000000000000194
1.0,0.125,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,6.0285110237146e-14,0.9538461538461538,0.9538461538462141,A,0.9538461538461538,1.0,-0.5,1.0,1000.0000000000001,collision_map,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,2.2315482794965646e-14,1.0,0.9999999999999777,6.938893903907228e-18,0.015625,0.015625000000000007,0.12500000000000003,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,7.105427357601002e-15,2.453846153846154,2.453846153846161,B,2.453846153846154,1.0,-0.5,1.0,125.00000000000001,collision_map,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.046000000000000194,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,7.771561172376096e-16,0.9538461538461538,0.9538461538461546,A,0.9538461538461538,1.0,-0.5,1.0,1000.0,collision_map,0.046000000000000194,1.0,0.046000000000000194
1.0,0.125,8.881784197001252e-16,1.0,1.0000000000000009,0.0,0.015625,0.015625,0.125,1000.0,c01_A1.000_B0.125_u1.00_v-0.50,0.0769999999999999,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,2.220446049250313e-15,2.453846153846154,2.4538461538461562,B,2.453846153846154,1.0,-0.5,1.0,125.0,collision_map,0.046000000000000194,1.0,0.046000000000000194
