N=9 seed=5: σ=0.42639 def=8.2e-11 maxRe=7.505e-02 a=0.1501 n_unst=3 unst_freq=0.1454 distinct freqs=13 [0.0000..0.8528]
N=9 seed=6: σ=0.42571 def=3.4e-11 maxRe=1.436e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=14 [0.0000..0.8514]
N=9 seed=7: σ=0.42475 def=1.4e-11 maxRe=6.091e-02 a=0.1218 n_unst=2 unst_freq=0.1765 distinct freqs=12 [0.0025..0.8495]
N=9 seed=8: σ=0.43582 def=5.5e-11 maxRe=1.932e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=14 [0.0000..0.8716]
N=9 seed=9: σ=0.41718 def=8.3e-12 maxRe=1.051e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=14 [0.0000..0.8344]
N=9 seed=10: σ=0.43482 def=1.2e-11 maxRe=3.820e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=14 [0.0000..0.8696]
N=9 seed=11: σ=0.41410 def=5.7e-11 maxRe=1.125e-09 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=14 [0.0000..0.8282]
N=9 seed=12: σ=0.42523 def=9.9e-12 maxRe=5.754e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=14 [0.0000..0.8505]
N=9 seed=13: σ=0.41710 def=6.2e-12 maxRe=6.529e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=14 [0.0000..0.8342]
N=9 seed=14: σ=0.41476 def=2.3e-11 maxRe=5.147e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=14 [0.0000..0.8295]
N=9 seed=15: σ=0.40531 def=1.1e-11 maxRe=7.255e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=13 [0.0111..0.8106]
N=9 seed=16: σ=0.42650 def=6.8e-12 maxRe=8.973e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=13 [0.0004..0.8530]
N=9 seed=17: σ=0.41472 def=4.5e-11 maxRe=3.490e-02 a=0.0698 n_unst=2 unst_freq=0.1686 distinct freqs=13 [0.0000..0.8294]
N=9 seed=18: σ=0.42507 def=7.5e-12 maxRe=6.498e-02 a=0.1300 n_unst=2 unst_freq=0.1747 distinct freqs=13 [0.0000..0.8501]
N=9 seed=19: σ=0.42537 def=1.7e-11 maxRe=5.239e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=14 [0.0000..0.8507]
N=9 seed=20: σ=0.43458 def=2.8e-11 maxRe=1.362e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=13 [0.0010..0.8692]
N=9 seed=21: σ=0.42542 def=5.4e-11 maxRe=7.655e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=13 [0.0054..0.8508]
N=9 seed=22: σ=0.42533 def=1.7e-11 maxRe=5.923e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=13 [0.0003..0.8507]
N=9 seed=23: σ=0.40475 def=8.3e-12 maxRe=1.299e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=13 [0.0102..0.8095]
N=9 seed=24: σ=0.42536 def=4.7e-12 maxRe=5.122e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=13 [0.0002..0.8507]
N=10 seed=5: σ=0.42719 def=4.1e-11 maxRe=1.475e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=15 [0.0000..0.8544]
N=10 seed=6: σ=0.42711 def=6.1e-11 maxRe=1.913e-09 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=16 [0.0000..0.8542]
N=10 seed=7: σ=0.43594 def=2.1e-11 maxRe=6.736e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=15 [0.0000..0.8719]
N=10 seed=8: σ=0.42886 def=7.6e-12 maxRe=9.421e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=14 [0.0097..0.8577]
N=10 seed=9: σ=0.41244 def=5.9e-12 maxRe=3.277e-11 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=15 [0.0000..0.8249]
N=10 seed=10: σ=0.44161 def=1.2e-11 maxRe=2.701e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=15 [0.0000..0.8832]
N=10 seed=11: σ=0.43541 def=1.6e-11 maxRe=6.464e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=15 [0.0000..0.8708]
N=10 seed=12: σ=0.42064 def=4.0e-11 maxRe=9.385e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=15 [0.0000..0.8413]
N=10 seed=13: σ=0.43615 def=2.6e-11 maxRe=1.712e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=15 [0.0000..0.8723]
N=10 seed=14: σ=0.43469 def=6.3e-11 maxRe=1.411e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=14 [0.0138..0.8694]
N=10 seed=15: σ=0.44129 def=5.7e-12 maxRe=9.683e-08 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=15 [0.0000..0.8826]
N=10 seed=16: σ=0.43460 def=2.5e-11 maxRe=8.139e-02 a=0.1628 n_unst=2 unst_freq=0.1817 distinct freqs=14 [0.0000..0.8692]
N=10 seed=17: σ=0.41240 def=1.6e-11 maxRe=1.190e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=15 [0.0000..0.8248]
N=10 seed=18: σ=0.42860 def=1.6e-11 maxRe=1.049e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=15 [0.0000..0.8572]
N=10 seed=19: σ=0.40388 def=1.5e-11 maxRe=9.055e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=15 [0.0000..0.8078]
N=10 seed=20: σ=0.43463 def=5.6e-11 maxRe=1.443e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=15 [0.0000..0.8693]
N=10 seed=21: σ=0.41951 def=5.6e-12 maxRe=1.227e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=15 [0.0000..0.8390]
N=10 seed=22: σ=0.43412 def=1.7e-11 maxRe=1.200e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=15 [0.0000..0.8682]
N=10 seed=23: σ=0.43449 def=4.7e-11 maxRe=1.653e-06 a=0.0000 n_unst=1 unst_freq=0.0000 distinct freqs=15 [0.0000..0.8690]
N=10 seed=24: σ=0.43466 def=4.8e-12 maxRe=3.787e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=15 [0.0000..0.8693]
N=11 seed=5: σ=0.44182 def=3.9e-12 maxRe=5.054e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=18 [0.0000..0.8836]
N=11 seed=6: σ=0.40561 def=4.5e-12 maxRe=7.038e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=16 [0.0000..0.8112]
N=11 seed=7: σ=0.44747 def=3.6e-11 maxRe=7.407e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=17 [0.0000..0.8949]
N=11 seed=8: σ=0.44123 def=8.3e-12 maxRe=4.803e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=17 [0.0000..0.8825]
N=11 seed=9: σ=0.44801 def=5.8e-11 maxRe=4.586e-09 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=17 [0.0000..0.8960]
N=11 seed=10: σ=0.43317 def=1.9e-12 maxRe=2.415e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=17 [0.0000..0.8663]
N=11 seed=11: σ=0.44722 def=5.3e-11 maxRe=7.516e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=16 [0.0028..0.8944]
N=11 seed=12: σ=0.44712 def=5.4e-12 maxRe=3.241e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=17 [0.0000..0.8942]
N=11 seed=13: σ=0.44178 def=4.5e-11 maxRe=9.015e-07 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=17 [0.0000..0.8836]
N=11 seed=14: σ=0.40332 def=1.3e-11 maxRe=2.180e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=17 [0.0000..0.8066]
N=11 seed=15: σ=0.43205 def=1.5e-11 maxRe=3.447e-10 a=0.0000 n_unst=0 unst_freq=nan distinct freqs=17 [0.0000..0.8641]
