step,a2<b2;ab<0,a2<b2;ab>0,a2>b2;ab<0,a2>b2;ab>0
401,0,6,3,1
402,0,6,3,1
403,6,0,3,1
404,6,0,3,1
405,6,0,3,1
406,6,0,3,1
407,6,0,3,1
408,6,0,3,1
409,6,0,0,4
410,6,0,0,4
411,6,0,0,4
412,6,0,0,4
413,6,0,0,4
414,6,0,0,4
415,6,0,0,4
416,6,0,0,4
417,6,0,0,4
418,6,0,0,4
419,6,0,0,4
420,6,0,0,4
421,6,0,0,4
422,6,0,0,4
423,6,0,0,4
424,6,0,0,4
425,6,0,0,4
426,6,0,0,4
427,6,0,0,4
428,6,0,0,4
429,6,0,0,4
430,6,0,0,4
431,6,0,0,4
432,6,0,0,4
433,6,0,0,4
434,6,0,0,4
435,6,0,0,4
436,6,0,0,4
437,6,0,0,4
438,6,0,0,4
439,6,0,0,4
440,6,0,0,4
441,6,1,0,3
442,6,1,0,3
443,6,1,0,3
444,6,1,0,3
445,6,1,0,3
446,6,1,0,3
447,6,1,0,3
448,6,1,0,3
449,6,1,0,3
450,6,1,0,3
451,6,1,0,3
452,0,1,6,3
453,0,1,6,3
454,0,1,6,3
455,0,1,6,3
456,0,1,6,3
457,0,1,6,3
458,0,1,6,3
459,0,1,6,3
460,0,1,6,3
461,0,1,6,3
462,0,1,6,3
463,0,1,6,3
464,0,1,6,3
465,0,1,6,3
466,0,1,6,3
467,0,1,6,3
468,0,1,6,3
469,0,1,6,3
470,0,1,6,3
471,0,1,6,3
472,0,1,6,3
473,0,1,6,3
474,0,1,6,3
475,0,1,6,3
476,0,1,6,3
477,0,1,6,3
478,0,1,6,3
479,0,1,6,3
480,0,1,6,3
481,0,4,6,0
482,0,4,6,0
483,0,4,6,0
484,0,4,6,0
485,0,4,6,0
486,0,4,6,0
487,0,4,6,0
488,1,3,6,0
489,1,3,6,0
490,1,3,6,0
491,1,3,6,0
492,1,3,6,0
493,1,3,6,0
494,1,3,6,0
495,1,3,6,0
496,1,3,6,0
497,1,3,6,0
498,1,3,6,0
499,1,3,0,6
500,1,3,0,6
501,1,3,0,6
502,1,3,0,6
503,1,3,0,6
504,1,3,0,6
505,1,3,0,6
506,1,3,0,6
507,1,3,0,6
508,1,3,0,6
509,1,3,0,6
510,1,3,0,6
511,1,3,0,6
512,1,3,0,6
513,1,3,0,6
514,1,3,0,6
515,1,3,0,6
516,1,3,0,6
517,1,3,0,6
518,1,3,0,6
519,1,3,0,6
520,1,3,0,6
521,1,3,0,6
522,1,3,0,6
523,1,3,0,6
524,1,3,0,6
525,1,3,0,6
526,1,3,0,6
527,1,3,0,6
528,1,3,0,6
529,1,3,0,6
530,1,3,0,6
531,1,3,0,6
532,1,3,0,6
533,1,3,0,6
534,1,3,0,6
535,1,3,0,6
536,1,3,0,6
537,1,3,0,6
538,0,3,1,6
539,0,3,1,6
540,0,3,1,6
541,0,3,1,6
542,0,9,1,0
543,0,9,1,0
544,0,9,1,0
545,0,9,1,0
546,0,9,1,0
547,0,9,1,0
548,0,9,1,0
549,0,9,1,0
550,0,9,1,0
551,0,9,1,0
552,0,9,1,0
553,0,9,1,0
554,0,9,1,0
555,0,9,1,0
556,0,9,1,0
557,0,9,1,0
558,0,9,1,0
559,0,9,1,0
560,0,9,1,0
561,0,9,1,0
562,0,9,1,0
563,0,9,1,0
564,0,9,1,0
565,0,9,1,0
566,0,9,1,0
567,0,9,1,0
568,0,9,1,0
569,0,9,1,0
570,0,9,1,0
571,0,9,1,0
572,0,9,1,0
573,0,9,1,0
574,0,9,1,0
575,0,9,1,0
576,0,9,1,0
577,0,9,1,0
578,0,9,1,0
579,0,9,1,0
580,0,9,1,0
581,0,9,1,0
582,0,9,1,0
583,0,9,1,0
584,6,3,1,0
585,6,3,1,0
586,6,3,1,0
587,6,3,1,0
588,6,3,1,0
589,6,3,0,1
590,6,3,0,1
591,6,3,0,1
592,6,3,0,1
593,6,3,0,1
594,6,3,0,1
595,6,3,0,1
596,6,3,0,1
597,6,3,0,1
598,6,3,0,1
599,6,3,0,1
600,6,3,0,1
601,6,3,0,1
602,6,3,0,1
603,6,3,0,1
604,6,3,0,1
605,6,3,0,1
606,6,3,0,1
607,6,3,0,1
608,6,3,0,1
609,6,3,0,1
610,6,3,0,1
611,6,3,0,1
612,6,3,0,1
613,6,3,0,1
614,6,3,0,1
615,6,3,0,1
616,6,3,0,1
617,6,3,0,1
618,6,3,0,1
619,6,3,0,1
620,6,3,0,1
621,6,3,0,1
622,6,3,0,1
623,6,3,0,1
624,6,3,0,1
625,6,3,0,1
626,6,3,0,1
627,6,3,0,1
628,0,3,6,1
629,0,3,6,1
630,0,3,6,1
631,0,3,6,1
632,0,3,6,1
633,0,3,6,1
634,0,3,6,1
635,0,3,6,1
636,0,3,6,1
637,0,3,6,1
638,0,3,6,1
639,0,4,6,0
640,0,4,6,0
641,0,4,6,0
642,0,4,6,0
643,0,4,6,0
644,0,4,6,0
645,0,4,6,0
646,0,4,6,0
647,0,4,6,0
648,0,4,6,0
649,0,4,6,0
650,0,4,6,0
651,0,4,6,0
652,3,1,6,0
653,3,1,6,0
654,3,1,6,0
655,3,1,6,0
656,3,1,6,0
657,3,1,6,0
658,3,1,6,0
659,3,1,6,0
660,3,1,6,0
661,3,1,6,0
662,3,1,6,0
663,3,1,6,0
664,3,1,6,0
665,3,1,6,0
666,3,1,6,0
667,3,1,6,0
668,3,1,6,0
669,3,1,6,0
670,3,1,6,0
671,3,1,6,0
672,3,1,6,0
673,3,1,6,0
674,3,1,6,0
675,3,1,0,6
676,3,1,0,6
677,3,1,0,6
678,3,1,0,6
679,3,1,0,6
680,3,1,0,6
681,3,1,0,6
682,3,1,0,6
683,3,1,0,6
684,3,1,0,6
685,4,0,0,6
686,4,0,0,6
687,4,0,0,6
688,4,0,0,6
689,4,0,0,6
690,4,0,0,6
691,4,0,0,6
692,4,0,0,6
693,4,0,0,6
694,4,0,0,6
695,4,0,0,6
696,4,0,0,6
697,4,0,0,6
698,4,0,0,6
699,4,0,0,6
700,4,0,0,6
701,4,0,0,6
702,4,0,0,6
703,4,0,0,6
704,4,0,0,6
705,4,0,0,6
706,4,0,0,6
707,4,0,0,6
708,4,0,0,6
709,4,0,0,6
710,4,0,0,6
711,4,0,0,6
712,4,0,0,6
713,4,0,0,6
714,4,0,0,6
715,4,0,0,6
716,4,0,0,6
717,4,0,0,6
718,4,0,0,6
719,4,0,0,6
720,4,0,0,6
721,1,0,3,6
722,1,0,3,6
723,1,0,3,6
724,1,0,3,6
725,1,6,3,0
726,1,6,3,0
727,1,6,3,0
728,0,6,4,0
729,0,6,4,0
730,0,6,4,0
731,0,6,4,0
732,0,6,4,0
733,0,6,4,0
734,0,6,4,0
735,0,6,4,0
736,0,6,4,0
737,0,6,4,0
738,0,6,4,0
739,0,6,4,0
740,0,6,4,0
741,0,6,4,0
742,0,6,4,0
743,0,6,4,0
744,0,6,4,0
745,0,6,4,0
746,0,6,4,0
747,0,6,4,0
748,0,6,4,0
749,0,6,4,0
750,0,6,4,0
751,0,6,4,0
752,0,6,4,0
753,0,6,4,0
754,0,6,4,0
755,0,6,4,0
756,0,6,4,0
757,0,6,4,0
758,0,6,4,0
759,0,6,4,0
760,0,6,4,0
761,0,6,4,0
762,0,6,4,0
763,0,6,4,0
764,0,6,4,0
765,0,6,4,0
766,0,6,4,0
767,0,6,4,0
768,0,6,4,0
769,0,6,4,0
770,0,6,3,1
771,0,6,3,1
772,0,6,3,1
773,0,6,3,1
774,0,6,3,1
775,0,6,3,1
776,6,0,3,1
777,6,0,3,1
778,6,0,3,1
779,6,0,3,1
780,6,0,3,1
781,6,0,3,1
782,6,0,3,1
783,6,0,3,1
784,6,0,0,4
785,6,0,0,4
786,6,0,0,4
787,6,0,0,4
788,6,0,0,4
789,6,0,0,4
790,6,0,0,4
791,6,0,0,4
792,6,0,0,4
793,6,0,0,4
794,6,0,0,4
795,6,0,0,4
796,6,0,0,4
797,6,0,0,4
798,6,0,0,4
799,6,0,0,4
800,6,0,0,4
801,6,0,0,4
802,6,0,0,4
803,6,0,0,4
804,6,0,0,4
805,6,0,0,4
806,6,0,0,4
807,6,0,0,4
808,6,0,0,4
809,6,0,0,4
810,6,0,0,4
811,6,0,0,4
812,6,0,0,4
813,6,0,0,4
814,6,1,0,3
815,6,1,0,3
816,6,1,0,3
817,6,1,0,3
818,6,1,0,3
819,6,1,0,3
820,6,1,0,3
821,6,1,0,3
822,6,1,0,3
823,6,1,0,3
824,6,1,0,3
825,0,1,6,3
826,0,1,6,3
827,0,1,6,3
828,0,1,6,3
829,0,1,6,3
830,0,1,6,3
831,0,1,6,3
832,0,1,6,3
833,0,1,6,3
834,0,1,6,3
835,0,1,6,3
836,0,1,6,3
837,0,1,6,3
838,0,1,6,3
839,0,1,6,3
840,0,1,6,3
841,0,1,6,3
842,0,1,6,3
843,0,1,6,3
844,0,1,6,3
845,0,1,6,3
846,0,1,6,3
847,0,1,6,3
848,0,1,6,3
849,0,1,6,3
850,0,1,6,3
851,0,1,6,3
852,0,1,6,3
853,0,1,6,3
854,0,1,6,3
855,0,1,6,3
856,0,1,6,3
857,0,1,6,3
858,0,4,6,0
859,0,4,6,0
860,0,4,6,0
861,1,3,6,0
862,1,3,6,0
863,1,3,6,0
864,1,3,6,0
865,1,3,6,0
866,1,3,6,0
867,1,3,6,0
868,1,3,6,0
869,1,3,6,0
870,1,3,6,0
871,1,3,0,6
872,1,3,0,6
873,1,3,0,6
874,1,3,0,6
875,1,3,0,6
876,1,3,0,6
877,1,3,0,6
878,1,3,0,6
879,1,3,0,6
880,1,3,0,6
881,1,3,0,6
882,1,3,0,6
883,1,3,0,6
884,1,3,0,6
885,1,3,0,6
886,1,3,0,6
887,1,3,0,6
888,1,3,0,6
889,1,3,0,6
890,1,3,0,6
891,1,3,0,6
892,1,3,0,6
893,1,3,0,6
894,1,3,0,6
895,1,3,0,6
896,1,3,0,6
897,1,3,0,6
898,1,3,0,6
899,1,3,0,6
900,1,3,0,6
901,1,3,0,6
902,1,3,0,6
903,1,3,0,6
904,1,3,0,6
905,1,3,0,6
906,1,3,0,6
907,1,3,0,6
908,1,3,0,6
909,1,3,0,6
910,1,3,0,6
911,0,3,1,6
912,0,3,1,6
913,0,3,1,6
914,0,9,1,0
915,0,9,1,0
916,0,9,1,0
917,0,9,1,0
918,0,9,1,0
919,0,9,1,0
920,0,9,1,0
921,0,9,1,0
922,0,9,1,0
923,0,9,1,0
924,0,9,1,0
925,0,9,1,0
926,0,9,1,0
927,0,9,1,0
928,0,9,1,0
929,0,9,1,0
930,0,9,1,0
931,0,9,1,0
932,0,9,1,0
933,0,9,1,0
934,0,9,1,0
935,0,9,1,0
936,0,9,1,0
937,0,9,1,0
938,0,9,1,0
939,0,9,1,0
940,0,9,1,0
941,0,9,1,0
942,0,9,1,0
943,0,9,1,0
944,0,9,1,0
945,0,9,1,0
946,0,9,1,0
947,0,9,1,0
948,0,9,1,0
949,0,9,1,0
950,0,9,1,0
951,0,9,1,0
952,0,9,1,0
953,0,9,1,0
954,0,9,1,0
955,0,9,1,0
956,6,3,1,0
957,6,3,1,0
958,6,3,1,0
959,6,3,1,0
960,6,3,1,0
961,6,3,1,0
962,6,3,0,1
963,6,3,0,1
964,6,3,0,1
965,6,3,0,1
966,6,3,0,1
967,6,3,0,1
968,6,3,0,1
969,6,3,0,1
970,6,3,0,1
971,6,3,0,1
972,6,3,0,1
973,6,3,0,1
974,6,3,0,1
975,6,3,0,1
976,6,3,0,1
977,6,3,0,1
978,6,3,0,1
979,6,3,0,1
980,6,3,0,1
981,6,3,0,1
982,6,3,0,1
983,6,3,0,1
984,6,3,0,1
985,6,3,0,1
986,6,3,0,1
987,6,3,0,1
988,6,3,0,1
989,6,3,0,1
990,6,3,0,1
991,6,3,0,1
992,6,3,0,1
993,6,3,0,1
994,6,3,0,1
995,6,3,0,1
996,6,3,0,1
997,6,3,0,1
998,6,3,0,1
999,6,3,0,1
1000,0,3,6,1
1001,0,3,6,1
1002,0,3,6,1
1003,0,3,6,1
1004,0,3,6,1
1005,0,3,6,1
1006,0,3,6,1
1007,0,3,6,1
1008,0,3,6,1
1009,0,3,6,1
1010,0,3,6,1
1011,0,4,6,0
1012,0,4,6,0
1013,0,4,6,0
1014,0,4,6,0
1015,0,4,6,0
1016,0,4,6,0
1017,0,4,6,0
1018,0,4,6,0
1019,0,4,6,0
1020,0,4,6,0
1021,0,4,6,0
1022,0,4,6,0
1023,0,4,6,0
1024,0,4,6,0
1025,0,4,6,0
1026,0,4,6,0
1027,3,1,6,0
1028,3,1,6,0
1029,3,1,6,0
1030,3,1,6,0
1031,3,1,6,0
1032,3,1,6,0
1033,3,1,6,0
1034,3,1,6,0
1035,3,1,6,0
1036,3,1,6,0
1037,3,1,6,0
1038,3,1,6,0
1039,3,1,6,0
1040,3,1,6,0
1041,3,1,6,0
1042,3,1,6,0
1043,3,1,6,0
1044,3,1,6,0
1045,3,1,6,0
1046,3,1,6,0
1047,3,1,0,6
1048,3,1,0,6
1049,3,1,0,6
1050,3,1,0,6
1051,3,1,0,6
1052,3,1,0,6
1053,3,1,0,6
1054,3,1,0,6
1055,3,1,0,6
1056,4,0,0,6
1057,4,0,0,6
1058,4,0,0,6
1059,4,0,0,6
1060,4,0,0,6
1061,4,0,0,6
1062,4,0,0,6
1063,4,0,0,6
1064,4,0,0,6
1065,4,0,0,6
1066,4,0,0,6
1067,4,0,0,6
1068,4,0,0,6
1069,4,0,0,6
1070,4,0,0,6
1071,4,0,0,6
1072,4,0,0,6
1073,4,0,0,6
1074,4,0,0,6
1075,4,0,0,6
1076,4,0,0,6
1077,4,0,0,6
1078,4,0,0,6
1079,4,0,0,6
1080,4,0,0,6
1081,4,0,0,6
1082,4,0,0,6
1083,4,0,0,6
1084,4,0,0,6
1085,4,0,0,6
1086,4,0,0,6
1087,4,0,0,6
1088,4,0,0,6
1089,4,0,0,6
1090,4,0,0,6
1091,4,0,0,6
1092,4,0,0,6
1093,4,0,0,6
1094,1,0,3,6
1095,1,0,3,6
1096,1,0,3,6
1097,1,6,3,0
1098,1,6,3,0
1099,0,6,4,0
1100,0,6,4,0
1101,0,6,4,0
1102,0,6,4,0
1103,0,6,4,0
1104,0,6,4,0
1105,0,6,4,0
1106,0,6,4,0
1107,0,6,4,0
1108,0,6,4,0
1109,0,6,4,0
1110,0,6,4,0
1111,0,6,4,0
1112,0,6,4,0
1113,0,6,4,0
1114,0,6,4,0
1115,0,6,4,0
1116,0,6,4,0
1117,0,6,4,0
1118,0,6,4,0
1119,0,6,4,0
1120,0,6,4,0
1121,0,6,4,0
1122,0,6,4,0
1123,0,6,4,0
1124,0,6,4,0
1125,0,6,4,0
1126,0,6,4,0
1127,0,6,4,0
1128,0,6,4,0
1129,0,6,4,0
1130,0,6,4,0
1131,0,6,4,0
1132,0,6,4,0
1133,0,6,4,0
1134,0,6,4,0
1135,0,6,4,0
1136,0,6,4,0
1137,0,6,4,0
1138,0,6,4,0
1139,0,6,4,0
1140,0,6,4,0
1141,0,6,3,1
1142,0,6,3,1
1143,0,6,3,1
1144,0,6,3,1
1145,0,6,3,1
1146,0,6,3,1
1147,6,0,3,1
1148,6,0,3,1
1149,6,0,3,1
1150,6,0,3,1
1151,6,0,3,1
1152,6,0,3,1
1153,6,0,3,1
1154,6,0,3,1
1155,6,0,3,1
1156,6,0,3,1
1157,6,0,3,1
1158,6,0,0,4
1159,6,0,0,4
1160,6,0,0,4
1161,6,0,0,4
1162,6,0,0,4
1163,6,0,0,4
1164,6,0,0,4
1165,6,0,0,4
1166,6,0,0,4
1167,6,0,0,4
1168,6,0,0,4
1169,6,0,0,4
1170,6,0,0,4
1171,6,0,0,4
1172,6,0,0,4
1173,6,0,0,4
1174,6,0,0,4
1175,6,0,0,4
1176,6,0,0,4
1177,6,0,0,4
1178,6,0,0,4
1179,6,0,0,4
1180,6,0,0,4
1181,6,0,0,4
1182,6,0,0,4
1183,6,0,0,4
1184,6,0,0,4
1185,6,1,0,3
1186,6,1,0,3
1187,6,1,0,3
1188,6,1,0,3
1189,6,1,0,3
1190,6,1,0,3
1191,6,1,0,3
1192,6,1,0,3
1193,6,1,0,3
1194,6,1,0,3
1195,6,1,0,3
1196,0,1,6,3
1197,0,1,6,3
1198,0,1,6,3
1199,0,1,6,3
1200,0,1,6,3
1201,0,1,6,3
1202,0,1,6,3
1203,0,1,6,3
1204,0,1,6,3
1205,0,1,6,3
1206,0,1,6,3
1207,0,1,6,3
1208,0,1,6,3
1209,0,1,6,3
1210,0,1,6,3
1211,0,1,6,3
1212,0,1,6,3
1213,0,1,6,3
1214,0,1,6,3
1215,0,1,6,3
1216,0,1,6,3
1217,0,1,6,3
1218,0,1,6,3
1219,0,1,6,3
1220,0,1,6,3
1221,0,1,6,3
1222,0,1,6,3
1223,0,1,6,3
1224,0,1,6,3
1225,0,1,6,3
1226,0,1,6,3
1227,0,1,6,3
1228,0,1,6,3
1229,0,1,6,3
1230,0,1,6,3
1231,0,1,6,3
1232,0,1,6,3
1233,1,0,6,3
1234,1,0,6,3
1235,1,0,6,3
1236,1,0,6,3
1237,1,0,6,3
1238,1,3,6,0
1239,1,3,6,0
1240,1,3,6,0
1241,1,3,0,6
1242,1,3,0,6
1243,1,3,0,6
1244,1,3,0,6
1245,1,3,0,6
1246,1,3,0,6
1247,1,3,0,6
1248,1,3,0,6
1249,1,3,0,6
1250,1,3,0,6
1251,1,3,0,6
1252,1,3,0,6
1253,1,3,0,6
1254,1,3,0,6
1255,1,3,0,6
1256,1,3,0,6
1257,1,3,0,6
1258,1,3,0,6
1259,1,3,0,6
1260,1,3,0,6
1261,1,3,0,6
1262,1,3,0,6
1263,1,3,0,6
1264,1,3,0,6
1265,1,3,0,6
1266,1,3,0,6
1267,1,3,0,6
1268,1,3,0,6
1269,1,3,0,6
1270,1,3,0,6
1271,1,3,0,6
1272,1,3,0,6
1273,1,3,0,6
1274,1,3,0,6
1275,1,3,0,6
1276,1,3,0,6
1277,1,3,0,6
1278,1,3,0,6
1279,1,3,0,6
1280,1,3,0,6
1281,1,3,0,6
1282,1,3,0,6
1283,0,3,1,6
1284,0,9,1,0
1285,0,9,1,0
1286,0,9,1,0
1287,0,9,1,0
1288,0,9,1,0
1289,0,9,1,0
1290,0,9,1,0
1291,0,9,1,0
1292,0,9,1,0
1293,0,9,1,0
1294,0,9,1,0
1295,0,9,1,0
1296,0,9,1,0
1297,0,9,1,0
1298,0,9,1,0
1299,0,9,1,0
1300,0,9,1,0
1301,0,9,1,0
1302,0,9,1,0
1303,0,9,1,0
1304,0,9,1,0
1305,0,9,1,0
1306,0,9,1,0
1307,0,9,1,0
1308,0,9,1,0
1309,0,9,1,0
1310,0,9,1,0
1311,0,9,1,0
1312,0,9,1,0
1313,0,9,1,0
1314,0,9,1,0
1315,0,9,1,0
1316,0,9,1,0
1317,0,9,1,0
1318,0,9,1,0
1319,0,9,1,0
1320,0,9,1,0
1321,0,9,1,0
1322,0,9,1,0
1323,0,9,1,0
1324,0,9,1,0
1325,0,9,1,0
1326,6,3,1,0
1327,6,3,1,0
1328,6,3,1,0
1329,6,3,1,0
1330,6,3,1,0
1331,6,3,1,0
1332,6,3,1,0
1333,6,3,0,1
1334,6,3,0,1
1335,6,3,0,1
1336,6,3,0,1
1337,6,3,0,1
1338,6,3,0,1
1339,6,3,0,1
1340,6,3,0,1
1341,6,3,0,1
1342,6,3,0,1
1343,6,3,0,1
1344,6,3,0,1
1345,6,3,0,1
1346,6,3,0,1
1347,6,3,0,1
1348,6,3,0,1
1349,6,3,0,1
1350,6,3,0,1
1351,6,3,0,1
1352,6,3,0,1
1353,6,3,0,1
1354,6,3,0,1
