N,series,denominator,step,Hperp_frac,H_total,global_closure
40,N-2,38,0,1.7820000372571174e-31,780.0,0.007692307692307978
40,N-2,38,1,0.003403562145674244,779.9999999999999,0.0076923076923090606
40,N-2,38,2,0.007852115685847814,780.0000000000003,0.007692307692311641
40,N-2,38,3,0.13072328954345613,779.9999999999995,0.00769230769231181
40,N-2,38,4,0.8765400056194487,779.9999999999997,0.0076923076923124676
40,N-2,38,5,0.9622149456581474,780.0000000000009,0.007692307692312376
40,N-2,38,6,0.9447952175673214,780.0000000000017,0.007692307692312676
40,N-2,38,7,0.9513737038349899,780.0000000000008,0.007692307692311719
40,N-2,38,8,0.9452846128926022,780.0000000000014,0.007692307692311993
40,N-2,38,9,0.9546144264566042,780.0000000000002,0.007692307692310716
40,N-2,38,10,0.9629658113264882,779.9999999999993,0.007692307692308146
40,N-2,38,11,0.9651928872737369,780.0000000000018,0.007692307692304724
40,N-2,38,12,0.9640355366420404,780.0000000000042,0.007692307692303689
40,N-2,38,13,0.9605595238947962,780.0000000000039,0.007692307692302695
40,N-2,38,14,0.9565339780996501,780.000000000005,0.007692307692302422
40,N-2,38,15,0.9531149574474717,780.0000000000083,0.007692307692303665
40,N-2,38,16,0.9506995229446559,780.0000000000102,0.007692307692306634
40,N-2,38,17,0.9493832963947139,780.0000000000086,0.007692307692309444
40,N-2,38,18,0.949099969174699,780.0000000000066,0.007692307692309279
40,N-2,38,19,0.9496736068000262,780.0000000000102,0.007692307692310098
40,N-2,38,20,0.950883965230451,780.0000000000123,0.007692307692311168
40,N-2,38,21,0.9525018066856938,780.000000000012,0.007692307692313047
40,N-2,38,22,0.954310594967507,780.0000000000142,0.007692307692314843
40,N-2,38,23,0.9561278900356234,780.0000000000191,0.007692307692314691
40,N-2,38,24,0.9578213634747522,780.0000000000211,0.007692307692314254
40,N-2,38,25,0.9593107885516967,780.0000000000249,0.007692307692312042
40,N-2,38,26,0.9605560037702366,780.000000000025,0.007692307692307973
40,N-2,38,27,0.9615401923077549,780.0000000000284,0.007692307692307156
40,N-2,38,28,0.9622569894733219,780.0000000000305,0.007692307692303419
40,N-2,38,29,0.9627040399833194,780.0000000000329,0.007692307692302404
40,N-2,38,30,0.9628817657975263,780.0000000000342,0.007692307692302082
40,N-2,38,31,0.9627950858847923,780.0000000000357,0.007692307692299912
40,N-2,38,32,0.9624561543000247,780.0000000000376,0.007692307692299681
40,N-2,38,33,0.9618868065346965,780.0000000000402,0.007692307692299859
40,N-2,38,34,0.9611197446525429,780.0000000000397,0.007692307692301151
40,N-2,38,35,0.9601976172407148,780.0000000000391,0.007692307692303491
40,N-2,38,36,0.9591696481594069,780.0000000000391,0.007692307692306215
40,N-2,38,37,0.958086508216845,780.0000000000396,0.007692307692308335
40,N-2,38,38,0.9569950822438749,780.0000000000382,0.007692307692309622
40,N-2,38,39,0.9559348812985407,780.0000000000399,0.007692307692309561
40,N-2,38,40,0.9549369238239696,780.0000000000397,0.0076923076923097865
40,N-2,38,41,0.9540246000253064,780.0000000000384,0.007692307692309742
40,N-2,38,42,0.9532152603809732,780.0000000000398,0.007692307692308831
40,N-2,38,43,0.9525214361913039,780.0000000000421,0.00769230769230846
40,N-2,38,44,0.9519513206697113,780.0000000000434,0.007692307692308728
40,N-2,38,45,0.9515087735693226,780.0000000000459,0.007692307692309135
40,N-2,38,46,0.9511933596047357,780.0000000000452,0.007692307692307824
40,N-2,38,47,0.9510008264964873,780.0000000000455,0.0076923076923074455
