case_id,mode,state_family,harmonic_packet_A,harmonic_packet_B,harmonic_packet_A_weights,harmonic_packet_B_weights,harmonic_packet_A_phases,harmonic_packet_B_phases,harmonic_packet_A_shift,harmonic_packet_B_shift,N_A,N_B,pair_kind,R,T,Delta_F,collision,sweep_region,L_A,L_B,L_gap,N_eff_A,N_eff_B,N_eff_gap,B_to_A_transfer,A_to_B_transfer,gap_terrain_score,log10_gap_terrain_score,gap_depth,gap_depth_plot,joint_terrain_score,log10_joint_terrain_score,joint_depth
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,0,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,1,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,2,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,3,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,4,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,5,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,6,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,7,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,8,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,9,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,10,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,11,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,12,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,13,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,14,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,15,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,16,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,17,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,18,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,19,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,20,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,21,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,22,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,23,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,24,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,25,control,0.0001831054724121087,0.00018310546875000033,3.662108376961681e-12,1.00000001,1.0,9.99999993922529e-09,0.9999999999999999,0.9999999999999998,1.9999996077212345,0.30102991048172123,-0.30102991048172123,-0.30102991048172123,1.9999996077212345,0.30102991048172123,-0.30102991048172123
"custom_packet|A=1|B=1,2;w=1,0.0001",custom_packet,explicit_packet,1,"1,2",1,"1,0.0001",0,"0,0",0.0,0.0,1,2,one_side_high_harmonic,0.0,1.0,0.0,26,control,0.00018310546875000033,0.00018310547241210865,3.662108322751573e-12,1.0,1.00000001,9.99999993922529e-09,0.9999999999999998,0.9999999999999998,1.9999995929182621,0.301029907267296,-0.301029907267296,-0.301029907267296,1.9999995929182623,0.301029907267296,-0.301029907267296
